Date,Value
01/11/2017,28
01/12/2017,32
01/01/2017,147
01/02/2017,91
01/03/2017,65
01/04/2017,90
01/05/2017,60
01/06/2017,23
01/07/2017,23
01/08/2017,5
01/09/2017,3
01/10/2017,6
01/11/2017,8
01/12/2017,22
01/01/2017,58
01/02/2017,76
01/03/2017,143
01/04/2017,83
01/05/2017,65
01/06/2017,81
01/07/2017,137
01/08/2017,92
01/09/2017,52
01/10/2017,48
01/11/2017,97
01/12/2017,143
01/01/2017,37
01/02/2017,32
01/03/2017,21
01/04/2017,16
01/05/2017,27
01/06/2017,37
01/07/2017,71
01/08/2017,50
01/09/2017,23
01/10/2017,16
01/11/2017,24
01/12/2017,40
01/01/2017,217
01/02/2017,465
01/03/2017,828
01/04/2017,1182
01/05/2017,869
01/06/2017,465
01/07/2017,273
01/08/2017,197
01/09/2017,143
01/10/2017,140
01/11/2017,271
01/12/2017,556
01/01/2017,51
01/02/2017,51
01/03/2017,59
01/04/2017,72
01/05/2017,75
01/06/2017,105
01/07/2017,225
01/08/2017,100
01/09/2017,62
01/10/2017,41
01/11/2017,33
01/12/2017,60
01/01/2017,387
01/02/2017,661
01/03/2017,2114
01/04/2017,936
01/05/2017,158
01/06/2017,136
01/07/2017,154
01/08/2017,99
01/09/2017,68
01/10/2017,70
01/11/2017,105
01/12/2017,120
01/01/2017,403
01/02/2017,381
01/03/2017,505
01/04/2017,629
01/05/2017,1281
01/06/2017,2030
01/07/2017,2300
01/08/2017,1487
01/09/2017,576
01/10/2017,368
01/11/2017,747
01/12/2017,562
01/01/2017,196
01/02/2017,132
01/03/2017,212
01/04/2017,318
01/05/2017,612
01/06/2017,783
01/07/2017,1304
01/08/2017,1192
01/09/2017,419
01/10/2017,501
01/11/2017,1037
01/12/2017,1135
01/01/2017,166
01/02/2017,147
01/03/2017,255
01/04/2017,193
01/05/2017,249
01/06/2017,378
01/07/2017,709
01/08/2017,299
01/09/2017,96
01/10/2017,79
01/11/2017,153
01/12/2017,191
01/01/2017,54
01/02/2017,64
01/03/2017,98
01/04/2017,172
01/05/2017,160
01/06/2017,190
01/07/2017,320
01/08/2017,104
01/09/2017,54
01/10/2017,56
01/11/2017,65
01/12/2017,73
01/01/2017,226
01/02/2017,130
01/03/2017,139
01/04/2017,167
01/05/2017,186
01/06/2017,400
01/07/2017,1220
01/08/2017,490
01/09/2017,273
01/10/2017,159
01/11/2017,174
01/12/2017,178
01/01/2017,97
01/02/2017,97
01/03/2017,112
01/04/2017,126
01/05/2017,164
01/06/2017,449
01/07/2017,569
01/08/2017,348
01/09/2017,300
01/10/2017,357
01/11/2017,334
01/12/2017,291
01/01/2017,439
01/02/2017,360
01/03/2017,507
01/04/2017,519
01/05/2017,1161
01/06/2017,1908
01/07/2017,3175
01/08/2017,1661
01/09/2017,740
01/10/2017,265
01/11/2017,255
01/12/2017,306
01/01/2017,210
01/02/2017,230
01/03/2017,377
01/04/2017,332
01/05/2017,700
01/06/2017,1945
01/07/2017,2551
01/08/2017,1684
01/09/2017,746
01/10/2017,264
01/11/2017,250
01/12/2017,269
01/01/2017,574
01/02/2017,294
01/03/2017,378
01/04/2017,197
01/05/2017,162
01/06/2017,127
01/07/2017,197
01/08/2017,151
01/09/2017,128
01/10/2017,159
01/11/2017,196
01/12/2017,583
01/01/2018,1177
01/02/2018,622
01/03/2018,475
01/04/2018,403
01/05/2018,615
01/06/2018,1292
01/07/2018,1568
01/08/2018,1037
01/09/2018,387
01/10/2018,372
01/11/2018,977
01/12/2018,1333
01/01/2018,711
01/02/2018,404
01/03/2018,239
01/04/2018,175
01/05/2018,233
01/06/2018,668
01/07/2018,852
01/08/2018,661
01/09/2018,350
01/10/2018,237
01/11/2018,590
01/12/2018,737
01/01/2018,431
01/02/2018,314
01/03/2018,305
01/04/2018,136
01/05/2018,169
01/06/2018,327
01/07/2018,422
01/08/2018,262
01/09/2018,119
01/10/2018,87
01/11/2018,233
01/12/2018,350
01/01/2018,481
01/02/2018,271
01/03/2018,181
01/04/2018,140
01/05/2018,296
01/06/2018,411
01/07/2018,494
01/08/2018,393
01/09/2018,273
01/10/2018,193
01/11/2018,360
01/12/2018,339
01/01/2018,139
01/02/2018,69
01/03/2018,68
01/04/2018,71
01/05/2018,117
01/06/2018,88
01/07/2018,121
01/08/2018,81
01/09/2018,26
01/10/2018,23
01/11/2018,43
01/12/2018,60
01/01/2018,23
01/02/2018,16
01/03/2018,10
01/04/2018,15
01/05/2018,15
01/06/2018,15
01/07/2018,37
01/08/2018,23
01/09/2018,11
01/10/2018,13
01/11/2018,14
01/12/2018,15
01/01/2018,170
01/02/2018,127
01/03/2018,71
01/04/2018,54
01/05/2018,54
01/06/2018,88
01/07/2018,133
01/08/2018,62
01/09/2018,33
01/10/2018,34
01/11/2018,66
01/12/2018,84
01/01/2018,126
01/02/2018,120
01/03/2018,125
01/04/2018,61
01/05/2018,21
01/06/2018,58
01/07/2018,103
01/08/2018,78
01/09/2018,31
01/10/2018,48
01/11/2018,100
01/12/2018,101
01/01/2018,136
01/02/2018,120
01/03/2018,95
01/04/2018,50
01/05/2018,41
01/06/2018,43
01/07/2018,152
01/08/2018,159
01/09/2018,75
01/10/2018,47
01/11/2018,89
01/12/2018,141
01/01/2018,637
01/02/2018,314
01/03/2018,206
01/04/2018,86
01/05/2018,100
01/06/2018,439
01/07/2018,301
01/08/2018,201
01/09/2018,115
01/10/2018,203
01/11/2018,525
01/12/2018,931
01/01/2018,38
01/02/2018,30
01/03/2018,29
01/04/2018,18
01/05/2018,20
01/06/2018,45
01/07/2018,33
01/08/2018,27
01/09/2018,34
01/10/2018,9
01/11/2018,32
01/12/2018,27
01/01/2018,12
01/02/2018,2
01/03/2018,6
01/04/2018,5
01/05/2018,2
01/06/2018,9
01/07/2018,111
01/08/2018,39
01/09/2018,4
01/10/2018,6
01/11/2018,6
01/12/2018,22
01/01/2018,71
01/02/2018,46
01/03/2018,50
01/04/2018,24
01/05/2018,24
01/06/2018,89
01/07/2018,86
01/08/2018,75
01/09/2018,23
01/10/2018,22
01/11/2018,43
01/12/2018,50
01/01/2018,10
01/02/2018,9
01/03/2018,6
01/04/2018,4
01/05/2018,5
01/06/2018,17
01/07/2018,17
01/08/2018,18
01/09/2018,7
01/10/2018,8
01/11/2018,7
01/12/2018,10
01/01/2018,598
01/02/2018,496
01/03/2018,548
01/04/2018,577
01/05/2018,808
01/06/2018,689
01/07/2018,330
01/08/2018,156
01/09/2018,81
01/10/2018,116
01/11/2018,227
01/12/2018,217
01/01/2018,24
01/02/2018,14
01/03/2018,14
01/04/2018,8
01/05/2018,6
01/06/2018,47
01/07/2018,60
01/08/2018,20
01/09/2018,7
01/10/2018,8
01/11/2018,25
01/12/2018,16
01/01/2018,100
01/02/2018,91
01/03/2018,63
01/04/2018,65
01/05/2018,119
01/06/2018,218
01/07/2018,175
01/08/2018,75
01/09/2018,23
01/10/2018,13
01/11/2018,97
01/12/2018,176
01/01/2018,505
01/02/2018,309
01/03/2018,176
01/04/2018,101
01/05/2018,120
01/06/2018,183
01/07/2018,284
01/08/2018,210
01/09/2018,92
01/10/2018,68
01/11/2018,220
01/12/2018,196
01/01/2018,537
01/02/2018,270
01/03/2018,124
01/04/2018,61
01/05/2018,103
01/06/2018,96
01/07/2018,150
01/08/2018,31
01/09/2018,65
01/10/2018,107
01/11/2018,301
01/12/2018,165
01/01/2018,107
01/02/2018,122
01/03/2018,62
01/04/2018,47
01/05/2018,76
01/06/2018,86
01/07/2018,136
01/08/2018,68
01/09/2018,32
01/10/2018,26
01/11/2018,63
01/12/2018,59
01/01/2018,45
01/02/2018,21
01/03/2018,20
01/04/2018,25
01/05/2018,25
01/06/2018,28
01/07/2018,51
01/08/2018,26
01/09/2018,18
01/10/2018,8
01/11/2018,24
01/12/2018,34
01/01/2018,76
01/02/2018,40
01/03/2018,28
01/04/2018,32
01/05/2018,27
01/06/2018,58
01/07/2018,74
01/08/2018,72
01/09/2018,39
01/10/2018,39
01/11/2018,64
01/12/2018,64
01/01/2018,185
01/02/2018,120
01/03/2018,81
01/04/2018,47
01/05/2018,50
01/06/2018,79
01/07/2018,72
01/08/2018,70
01/09/2018,33
01/10/2018,29
01/11/2018,34
01/12/2018,54
01/01/2018,178
01/02/2018,199
01/03/2018,154
01/04/2018,169
01/05/2018,259
01/06/2018,229
01/07/2018,373
01/08/2018,207
01/09/2018,78
01/10/2018,79
01/11/2018,163
01/12/2018,158
01/01/2018,188
01/02/2018,114
01/03/2018,104
01/04/2018,96
01/05/2018,107
01/06/2018,132
01/07/2018,200
01/08/2018,165
01/09/2018,57
01/10/2018,77
01/11/2018,157
01/12/2018,137
01/01/2018,573
01/02/2018,230
01/03/2018,140
01/04/2018,148
01/05/2018,148
01/06/2018,79
01/07/2018,120
01/08/2018,77
01/09/2018,36
01/10/2018,33
01/11/2018,77
01/12/2018,105
01/01/2019,1225
01/02/2019,792
01/03/2019,815
01/04/2019,579
01/05/2019,866
01/06/2019,1126
01/07/2019,1857
01/08/2019,1903
01/09/2019,1462
01/10/2019,2593
01/11/2019,4217
01/12/2019,3283
01/01/2019,724
01/02/2019,466
01/03/2019,511
01/04/2019,429
01/05/2019,569
01/06/2019,890
01/07/2019,1760
01/08/2019,2059
01/09/2019,1515
01/10/2019,2070
01/11/2019,3154
01/12/2019,2426
01/01/2019,372
01/02/2019,202
01/03/2019,250
01/04/2019,219
01/05/2019,384
01/06/2019,749
01/07/2019,1136
01/08/2019,1095
01/09/2019,737
01/10/2019,988
01/11/2019,1310
01/12/2019,953
01/01/2019,288
01/02/2019,229
01/03/2019,231
01/04/2019,192
01/05/2019,296
01/06/2019,289
01/07/2019,515
01/08/2019,677
01/09/2019,784
01/10/2019,1502
01/11/2019,2444
01/12/2019,1493
01/01/2019,62
01/02/2019,54
01/03/2019,58
01/04/2019,17
01/05/2019,30
01/06/2019,54
01/07/2019,60
01/08/2019,73
01/09/2019,62
01/10/2019,275
01/11/2019,902
01/12/2019,798
01/01/2019,26
01/02/2019,17
01/03/2019,12
01/04/2019,7
01/05/2019,19
01/06/2019,22
01/07/2019,33
01/08/2019,31
01/09/2019,32
01/10/2019,52
01/11/2019,97
01/12/2019,90
01/01/2019,132
01/02/2019,123
01/03/2019,156
01/04/2019,207
01/05/2019,772
01/06/2019,1155
01/07/2019,1055
01/08/2019,956
01/09/2019,470
01/10/2019,536
01/11/2019,993
01/12/2019,823
01/01/2019,140
01/02/2019,91
01/03/2019,80
01/04/2019,81
01/05/2019,109
01/06/2019,124
01/07/2019,272
01/08/2019,271
01/09/2019,199
01/10/2019,224
01/11/2019,263
01/12/2019,195
01/01/2019,219
01/02/2019,133
01/03/2019,101
01/04/2019,106
01/05/2019,130
01/06/2019,291
01/07/2019,583
01/08/2019,717
01/09/2019,383
01/10/2019,493
01/11/2019,543
01/12/2019,355
01/01/2019,900
01/02/2019,454
01/03/2019,268
01/04/2019,161
01/05/2019,123
01/06/2019,59
01/07/2019,90
01/08/2019,110
01/09/2019,154
01/10/2019,538
01/11/2019,2641
01/12/2019,2763
01/01/2019,34
01/02/2019,23
01/03/2019,16
01/04/2019,11
01/05/2019,12
01/06/2019,9
01/07/2019,11
01/08/2019,5
01/09/2019,13
01/10/2019,22
01/11/2019,99
01/12/2019,141
01/01/2019,27
01/02/2019,16
01/03/2019,14
01/04/2019,9
01/05/2019,6
01/06/2019,3
01/07/2019,1
01/08/2019,2
01/09/2019,1
01/10/2019,22
01/11/2019,40
01/12/2019,130
01/01/2019,41
01/02/2019,44
01/03/2019,57
01/04/2019,16
01/05/2019,15
01/06/2019,11
01/07/2019,17
01/08/2019,15
01/09/2019,28
01/10/2019,60
01/11/2019,262
01/12/2019,306
01/01/2019,47
01/02/2019,31
01/03/2019,12
01/04/2019,3
01/05/2019,10
01/06/2019,1
01/07/2019,10
01/08/2019,7
01/09/2019,1
01/10/2019,18
01/11/2019,56
01/12/2019,72
01/01/2019,191
01/02/2019,195
01/03/2019,218
01/04/2019,128
01/05/2019,101
01/06/2019,74
01/07/2019,84
01/08/2019,96
01/09/2019,66
01/10/2019,164
01/11/2019,511
01/12/2019,1020
01/01/2019,25
01/02/2019,18
01/03/2019,37
01/04/2019,12
01/05/2019,11
01/06/2019,24
01/07/2019,26
01/08/2019,33
01/09/2019,24
01/10/2019,37
01/11/2019,60
01/12/2019,81
01/01/2019,157
01/02/2019,106
01/03/2019,164
01/04/2019,148
01/05/2019,108
01/06/2019,97
01/07/2019,105
01/08/2019,52
01/09/2019,45
01/10/2019,85
01/11/2019,536
01/12/2019,1366
01/01/2019,215
01/02/2019,147
01/03/2019,148
01/04/2019,119
01/05/2019,121
01/06/2019,134
01/07/2019,259
01/08/2019,263
01/09/2019,195
01/10/2019,350
01/11/2019,612
01/12/2019,655
01/01/2019,79
01/02/2019,60
01/03/2019,52
01/04/2019,29
01/05/2019,33
01/06/2019,92
01/07/2019,137
01/08/2019,150
01/09/2019,159
01/10/2019,355
01/11/2019,624
01/12/2019,487
01/01/2019,64
01/02/2019,53
01/03/2019,51
01/04/2019,34
01/05/2019,36
01/06/2019,62
01/07/2019,78
01/08/2019,103
01/09/2019,54
01/10/2019,105
01/11/2019,254
01/12/2019,270
01/01/2019,39
01/02/2019,19
01/03/2019,25
01/04/2019,21
01/05/2019,23
01/06/2019,40
01/07/2019,49
01/08/2019,43
01/09/2019,36
01/10/2019,51
01/11/2019,108
01/12/2019,107
01/01/2019,79
01/02/2019,68
01/03/2019,73
01/04/2019,45
01/05/2019,41
01/06/2019,88
01/07/2019,113
01/08/2019,144
01/09/2019,126
01/10/2019,230
01/11/2019,490
01/12/2019,425
01/01/2019,60
01/02/2019,38
01/03/2019,49
01/04/2019,39
01/05/2019,29
01/06/2019,59
01/07/2019,48
01/08/2019,11
01/09/2019,0
01/10/2019,0
01/11/2019,0
01/12/2019,0
01/01/2019,177
01/02/2019,165
01/03/2019,210
01/04/2019,176
01/05/2019,235
01/06/2019,347
01/07/2019,354
01/08/2019,439
01/09/2019,415
01/10/2019,425
01/11/2019,687
01/12/2019,456
01/01/2019,150
01/02/2019,98
01/03/2019,109
01/04/2019,90
01/05/2019,114
01/06/2019,171
01/07/2019,215
01/08/2019,258
01/09/2019,317
01/10/2019,332
01/11/2019,494
01/12/2019,368
01/01/2019,107
01/02/2019,94
01/03/2019,115
01/04/2019,92
01/05/2019,67
01/06/2019,48
01/07/2019,29
01/08/2019,33
01/09/2019,29
01/10/2019,46
01/11/2019,372
01/12/2019,497
01/01/2020,1693
01/02/2020,767
01/03/2020,235
01/04/2020,30
01/05/2020,189
01/06/2020,294
01/07/2020,324
01/08/2020,231
01/09/2020,192
01/10/2020,151
01/11/2020,59
01/12/2020,92
01/01/2020,1049
01/02/2020,452
01/03/2020,128
01/04/2020,36
01/05/2020,95
01/06/2020,188
01/07/2020,175
01/08/2020,216
01/09/2020,177
01/10/2020,45
01/11/2020,53
01/12/2020,52
01/01/2020,536
01/02/2020,273
01/03/2020,112
01/04/2020,46
01/05/2020,111
01/06/2020,250
01/07/2020,177
01/08/2020,101
01/09/2020,82
01/10/2020,37
01/11/2020,33
01/12/2020,52
01/01/2020,674
01/02/2020,290
01/03/2020,114
01/04/2020,36
01/05/2020,230
01/06/2020,449
01/07/2020,595
01/08/2020,406
01/09/2020,275
01/10/2020,205
01/11/2020,124
01/12/2020,45
01/01/2020,276
01/02/2020,110
01/03/2020,44
01/04/2020,9
01/05/2020,23
01/06/2020,25
01/07/2020,36
01/08/2020,19
01/09/2020,15
01/10/2020,14
01/11/2020,14
01/12/2020,10
01/01/2020,77
01/02/2020,28
01/03/2020,16
01/04/2020,1
01/05/2020,2
01/06/2020,11
01/07/2020,14
01/08/2020,9
01/09/2020,8
01/10/2020,1
01/11/2020,0
01/12/2020,1
01/01/2020,651
01/02/2020,249
01/03/2020,63
01/04/2020,41
01/05/2020,233
01/06/2020,149
01/07/2020,101
01/08/2020,60
01/09/2020,67
01/10/2020,27
01/11/2020,17
01/12/2020,13
01/01/2020,156
01/02/2020,78
01/03/2020,24
01/04/2020,6
01/05/2020,11
01/06/2020,15
01/07/2020,24
01/08/2020,17
01/09/2020,12
01/10/2020,10
01/11/2020,6
01/12/2020,9
01/01/2020,227
01/02/2020,120
01/03/2020,21
01/04/2020,6
01/05/2020,21
01/06/2020,27
01/07/2020,39
01/08/2020,17
01/09/2020,15
01/10/2020,27
01/11/2020,17
01/12/2020,8
01/01/2020,1061
01/02/2020,490
01/03/2020,154
01/04/2020,38
01/05/2020,112
01/06/2020,58
01/07/2020,51
01/08/2020,26
01/09/2020,55
01/10/2020,52
01/11/2020,21
01/12/2020,39
01/01/2020,64
01/02/2020,31
01/03/2020,8
01/04/2020,1
01/05/2020,1
01/06/2020,11
01/07/2020,6
01/08/2020,3
01/09/2020,1
01/10/2020,3
01/11/2020,5
01/12/2020,1
01/01/2020,90
01/02/2020,25
01/03/2020,2
01/04/2020,1
01/05/2020,1
01/06/2020,3
01/07/2020,8
01/08/2020,3
01/09/2020,1
01/10/2020,0
01/11/2020,0
01/12/2020,3
01/01/2020,139
01/02/2020,72
01/03/2020,15
01/04/2020,5
01/05/2020,4
01/06/2020,4
01/07/2020,7
01/08/2020,2
01/09/2020,1
01/10/2020,0
01/11/2020,2
01/12/2020,1
01/01/2020,58
01/02/2020,15
01/03/2020,2
01/04/2020,1
01/05/2020,1
01/06/2020,2
01/07/2020,2
01/08/2020,3
01/09/2020,1
01/10/2020,0
01/11/2020,1
01/12/2020,4
01/01/2020,1088
01/02/2020,650
01/03/2020,222
01/04/2020,86
01/05/2020,84
01/06/2020,69
01/07/2020,78
01/08/2020,40
01/09/2020,48
01/10/2020,236
01/11/2020,276
01/12/2020,840
01/01/2020,152
01/02/2020,88
01/03/2020,39
01/04/2020,3
01/05/2020,6
01/06/2020,10
01/07/2020,5
01/08/2020,4
01/09/2020,3
01/10/2020,3
01/11/2020,5
01/12/2020,0
01/01/2020,1455
01/02/2020,569
01/03/2020,143
01/04/2020,40
01/05/2020,33
01/06/2020,13
01/07/2020,17
01/08/2020,5
01/09/2020,3
01/10/2020,5
01/11/2020,5
01/12/2020,8
01/01/2020,421
01/02/2020,174
01/03/2020,55
01/04/2020,7
01/05/2020,18
01/06/2020,62
01/07/2020,57
01/08/2020,69
01/09/2020,30
01/10/2020,34
01/11/2020,11
01/12/2020,31
01/01/2020,224
01/02/2020,83
01/03/2020,36
01/04/2020,5
01/05/2020,24
01/06/2020,21
01/07/2020,24
01/08/2020,35
01/09/2020,10
01/10/2020,13
01/11/2020,11
01/12/2020,14
01/01/2020,184
01/02/2020,95
01/03/2020,44
01/04/2020,8
01/05/2020,9
01/06/2020,26
01/07/2020,19
01/08/2020,9
01/09/2020,12
01/10/2020,11
01/11/2020,6
01/12/2020,10
01/01/2020,81
01/02/2020,77
01/03/2020,23
01/04/2020,2
01/05/2020,7
01/06/2020,20
01/07/2020,10
01/08/2020,4
01/09/2020,7
01/10/2020,12
01/11/2020,3
01/12/2020,5
01/01/2020,230
01/02/2020,91
01/03/2020,33
01/04/2020,9
01/05/2020,15
01/06/2020,30
01/07/2020,23
01/08/2020,21
01/09/2020,14
01/10/2020,12
01/11/2020,17
01/12/2020,30
01/01/2020,0
01/02/2020,0
01/03/2020,0
01/04/2020,0
01/05/2020,0
01/06/2020,0
01/07/2020,0
01/08/2020,0
01/09/2020,0
01/10/2020,0
01/11/2020,0
01/12/2020,0
01/01/2020,296
01/02/2020,206
01/03/2020,69
01/04/2020,47
01/05/2020,223
01/06/2020,398
01/07/2020,381
01/08/2020,174
01/09/2020,90
01/10/2020,65
01/11/2020,47
01/12/2020,18
01/01/2020,196
01/02/2020,107
01/03/2020,42
01/04/2020,17
01/05/2020,84
01/06/2020,100
01/07/2020,102
01/08/2020,64
01/09/2020,55
01/10/2020,37
01/11/2020,39
01/12/2020,22
01/01/2020,530
01/02/2020,228
01/03/2020,39
01/04/2020,30
01/05/2020,11
01/06/2020,17
01/07/2020,13
01/08/2020,21
01/09/2020,40
01/10/2020,30
01/11/2020,9
01/12/2020,12
